char	char_sim	initial	final	tone	cat	char_ref	details
皎	皎	k	au	2	0		
湫	湫	tsh	iu	1	0		
絞	绞	k	a	2	0		
腳	脚	kh	a	1	3	骹	
腳	脚	k	ioh	4	1		
腳	脚	k	iok	4	2		
剿	剿	tsh	au	1	0		
剿	剿	ts	iau	1	0		
僥	侥	h	iau	1	0		
鉸	铰	k	a	2	0		
鉸	铰	k	a	1	0		
餃	饺	k	iau	2	0		
撟	挢	k	iau	2	0		
矯	矫	k	iau	2	0		
皦	皦	k	iau	2	0		
繳	缴	k	iau	2	0		
攪	搅	k	au	2	0		
攪	搅	k	iau	2	0		
叫	叫	k	io	3	0		
教	教	k	a	3	0		
窖	窖	k	a	3	0		
較	较	k	a	3	0		
斠	斠	k	ai	3	0		
酵	酵	h	au	1	0		
酵	酵	k	ann'	3	0		
嘦	嘦	ts	iau	2	0		
噍	噍	ts	iau	1	0		
藠	藠	k	io	6	0		
轎	轿	k	io	7	0		
轎	轿	k	iau	6	0		
醮	醮	ts	io	3	0		
皭	皭	ts	iak	4	0		
皆	皆	k	ai	1	0		
接	接	ts	ih	4	0		
接	接	ts	iap	4	0		
接	接	s	ah	4	0		接风@sah4-huang1@被风吹
秸	秸	k	ai	1	0		
痎	痎	h	ai	6	0		
階	阶	k	ai	1	0		
階	阶	k	oi	1	0		
揭	揭	k	it	4	0		
揭	揭	k	iah	4	0		
揭	揭	k	iat	4	0		
喈	喈	k	ai	1	0		
嗟	嗟	ts	a	1	0		
街	街	k	oi	1	0		
街	街	k	ai	1	0		
癤	疖	ts	at	4	0		
孑	孑	kh	iat	4	0		
孑	孑	kh	uak	4	0		
劫	劫	k	iap	4	0		
拮	拮	kh	iat	4	0		
桀	桀	k	iat	8	0		
訐	讦	k	iah	4	0		
捷	捷	ts	iap	8	0		
婕	婕	ts	iap	8	0		
傑	杰	k	iat	8	0		
結	结	k	at	4	0		
結	结	k	it	4	0		
楬	楬	k	it	4	0		
睫	睫	ts	iap	8	0		
節	节	ts	oih	4	0		
節	节	ts	at	4	0		
詰	诘	kh	iat	4	0		
截	截	ts	oih	8	0		
截	截	ts	iat	8	0		
碣	碣	k	it	4	0		
竭	竭	k	iat	8	0		
羯	羯	k	iat	4	0		
潔	洁	k	iat	4	0		
潔	洁	kh	i	4	0		清洁相@tsheng1-khi4-sionn3@干净
蠘	蠘	tsh	ih	8	0		
姐	姐	ts	e	2	0		
姐	姐	ts	ia	2	0		
解	解	h	ai	6	0		
解	解	k	oi	2	0		
解	解	k	ai	2	0		
解	解	k	oi	3	0		
解	解	k	ai	3	0		
介	介	k	ai	3	0		
戒	戒	k	ai	3	0		
芥	芥	k	ai	3	0		
岕	岕	k	ai	3	0		
屆	届	k	ai	3	0		
界	界	k	ai	3	0		
疥	疥	k	ai	3	0		
疥	疥	k	oi	3	0		
蚧	蚧	k	ai	3	0		
借	借	ts	ioh	4	0		
骱	骱	k	ai	3	0		
誡	诫	k	ai	3	0		
褯	褯	ts	ia	6	0		
巾	巾	k	vn	1	0		
斤	斤	k	vn	1	0		
今	今	k	im	1	0		
金	金	k	im	1	0		
觔	觔	k	vn	1	0		
津	津	ts	in	1	0		
衿	衿	kh	im	1	0		
矜	矜	k	eng	1	0		
筋	筋	k	vn	1	0		
襟	襟	kh	im	1	0		
卺	卺	k	vn	2	0		
巹	卺	k	vn	2	0		
堇	堇	k	vn	2	0		
僅	仅	k	vn	2	0		
緊	紧	k	in	2	0		
廑	廑	k	vn	2	0		
瑾	瑾	k	vn	2	0		
槿	槿	k	vn	2	0		
儘	尽	ts	in	6	0		
錦	锦	k	im	2	0		
謹	谨	k	vn	2	0		
饉	馑	k	vn	2	0		
近	近	k	vn	6	0		
妗	妗	k	im	6	0		
勁	劲	k	enn	3	0		
勁	劲	k	eng	3	0		
勁	劲	ng	enn	6	3	硬	
晉	晋	ts	in	3	0		
浸	浸	ts	im	3	0		
進	进	ts	in	3	0		
搢	搢	ts	in	3	0		
靳	靳	k	vn	3	0		
禁	禁	k	im	3	0		
寖	寖	ts	im	3	0		
盡	尽	ts	in	6	0		
殣	殣	k	vn	2	0		
噤	噤	k	im	3	0		
縉	缙	ts	in	3	0		
藎	荩	ts	in	6	0		
濜	浕	ts	in	6	0		
覲	觐	k	vn	3	0		
燼	烬	ts	ian	2	0		
贐	赆	ts	ian	2	0		
京	京	k	iann	1	0		
京	京	k	eng	1	0		
荊	荆	k	eng	1	0		
莖	茎	kh	eng	5	0		
涇	泾	k	eng	1	0		
菁	菁	ts	eng	1	0		
菁	菁	tsh	enn	1	0		
旌	旌	s	eng	1	0		
晶	晶	ts	iann	1	0		
晶	晶	ts	eng	1	0		
睛	睛	ts	eng	1	0		
粳	粳	k	enn	3	0		
粳	粳	k	eng	3	0		
經	经	k	eng	1	0		
經	经	k	iann	1	0		
兢	兢	kh	eng	1	0		
精	精	ts	eng	1	0		
精	精	ts	iann	1	0		
鯨	鲸	kh	eng	5	0		
麖	麖	k	iann	1	0		
驚	惊	k	iann	1	0		
井	井	ts	enn	2	0		
井	井	ts	eng	2	0		
丼	丼	t	ong	6	0		
阱	阱	ts	enn	2	0		
阱	阱	ts	eng	2	0		
汫	汫	ts	enn	2	0		
汫	汫	ts	iann	2	0		
汫	汫	ts	eng	2	0		
剄	刭	k	enn	3	0		
剄	刭	k	eng	3	0		
景	景	k	eng	2	0		
儆	儆	k	eng	6	0		
憬	憬	k	eng	2	0		
璟	璟	k	eng	2	0		
頸	颈	k	enn	3	0		
頸	颈	k	eng	3	0		
警	警	k	eng	6	0		
陘	陉	h	eng	5	0		
逕	迳	k	enn	3	0		
逕	迳	k	eng	3	0		
徑	径	k	enn	3	0		
徑	径	k	eng	3	0		
脛	胫	k	enn	3	0		
脛	胫	k	eng	3	0		
竟	竟	k	eng	2	0		
竫	竫	ts	enn	6	0		
竫	竫	ts	eng	6	0		
淨	净	ts	eng	6	0		
敬	敬	k	eng	3	0		
痙	痉	k	enn	3	0		
痙	痉	k	eng	3	0		
靖	靖	ts	eng	6	0		
境	境	k	eng	2	0		
靜	静	ts	enn	6	0		
靜	静	ts	eng	6	0		
鏡	镜	k	iann	3	0		
鏡	镜	k	eng	3	0		
競	竞	k	eng	6	0		
坰	垧	kh	eng	5	0		
扃	扃	kh	eng	5	0		
迥	迥	k	ueng	2	2		
迥	迥	k	iong	2	2		
炯	炯	k	ueng	2	2		
炯	炯	k	iong	2	2		
烱	烱	k	ueng	2	2		
烱	烱	k	iong	2	2		
絅	䌹	k	ueng	2	2		
絅	䌹	k	iong	2	2		
窘	窘	kh	un	2	0		
窘	窘	kh	ut	4	0		
究	究	k	iu	3	0		
糾	纠	k	iu	2	0		
糾	纠	k	iu	6	0		
赳	赳	k	iu	2	0		
揪	揪	tsh	iu	1	0		
啾	啾	tsh	iu	1	0		
揫	揫	tsh	iu	1	0		
鳩	鸠	kh	iu	1	0		
鬮	阄	kh	au	1	0		
九	九	k	au	2	0		
九	九	k	iu	2	0		
久	久	k	u	2	0		
玖	玖	k	au	2	0		
玖	玖	k	iu	2	0		
灸	灸	k	u	3	0		
韭	韭	k	u	2	0		
韭	韭	k	iu	2	0		
酒	酒	ts	iu	2	0		
韮	韮	k	iu	2	0		
臼	臼	kh	u	6	0		
咎	咎	k	iu	6	0		
疚	疚	k	iu	6	0		
柩	柩	k	iu	6	0		
桕	桕	kh	u	6	0		
救	救	k	iu	3	0		
就	就	ts	iu	6	0		
就	就	ts	u	6	0		
廄	厩	k	i	3	0		
舅	舅	k	u	6	0		
舅	舅	k	iu	6	0		
僦	僦	ts	iu	6	0		
舊	旧	k	u	7	0		
舊	旧	k	iu	6	0		
鷲	鹫	ts	iu	6	0		
拘	拘	kh	u	1	0		
苴	苴	ts	u	1	0		
狙	狙	ts	u	1	0		
匊	匊	k	iok	4	0		
泃	泃	k	u	3	0		
居	居	k	v	1	0		
罝	罝	ts	u	1	0		
疽	疽	ts	u	1	0		
痀	痀	k	u	1	0		
掬	掬	k	iok	4	0		
琚	琚	k	v	1	0		
趄	趄	ts	u	1	0		
趄	趄	tsh	iat	4	0		
雎	雎	ts	u	1	0		
裾	裾	k	v	1	0		
駒	驹	kh	u	1	0		
鞠	鞠	k	iok	4	0		
鞫	鞫	k	iok	4	0		
局	局	k	ek	8	0		
侷	侷	k	ek	4	0		
桔	桔	k	it	4	0		
桔	桔	kh	iat	4	0		
菊	菊	k	ek	4	0		
湨	湨	k	ek	8	0		
湨	湨	kh	iat	4	0		
跼	跼	k	ek	4	0		
鋦	锔	k	ek	8	0		
橘	橘	k	it	4	0		
橘	橘	k	ek	4	0		
鵙	𱉐	k	u	6	0		
咀	咀	ts	u	1	0		
沮	沮	ts	u	1	0		
莒	莒	k	i	2	0		
矩	矩	k	v	2	0		
蒟	蒟	k	v	2	0		
踽	踽	k	v	2	0		
舉	举	k	v	2	0		
櫸	榉	k	v	2	0		
齟	龃	ts	u	1	0		
巨	巨	k	v	6	0		
句	句	k	u	3	0		
句	句	k	au	1	0		
拒	拒	k	v	6	0		
苣	苣	k	v	6	0		
具	具	k	u	6	0		
炬	炬	k	v	6	0		
秬	秬	k	v	2	0		
秬	秬	k	v	6	0		
俱	俱	k	u	6	0		
倨	倨	k	v	6	0		
埧	埧	k	u	6	0		
据	据	k	v	6	0		
距	距	k	v	6	0		
詎	讵	k	v	6	0		
犋	犋	k	u	6	0		
聚	聚	ts	u	6	0		
劇	剧	k	iah	8	0		
踞	踞	k	v	6	0		
據	据	k	v	6	0		
遽	遽	k	v	6	0		
鋸	锯	k	v	3	0		
窶	窭	k	i	6	0		
颶	飓	k	u	6	0		
醵	醵	k	v	6	0		
懼	惧	k	u	6	0		
捐	捐	k	ian	1	0		
涓	涓	k	ian	1	0		
娟	娟	k	ian	1	0		
鵑	鹃	k	ian	1	0		
鐫	镌	ts	un	3	0		
蠲	蠲	k	ian	1	0		
卷	卷	k	uan	2	0		
卷	卷	k	ng	2	0		
捲	卷	k	uan	2	0		
捲	卷	k	ng	2	0		
隽	隽	ts	un	3	0		
倦	倦	k	uan	6	0		
狷	狷	k	ian	3	0		
鄄	鄄	0	in	1	0		
眷	眷	k	uan	3	0		
罥	罥	k	ian	3	0		
雋	隽	ts	un	3	0		
絹	绢	k	ian	3	0		
撅	撅	kh	iat	4	0		
撧	𪮖	ts	rh	4	0		
噘	噘	kh	iat	4	0		
决	决	k	uat	4	0		
抉	抉	k	uat	4	0		
決	决	k	uat	4	0		
玨	珏	k	ok	4	0		
玨	珏	k	uat	4	0		
玦	玦	k	uat	4	0		
珏	珏	k	ok	4	0		
珏	珏	k	uat	4	0		
倔	倔	k	ut	8	0		
倔	倔	kh	ut	4	0		
掘	掘	k	ut	8	0		
桷	桷	k	ak	4	0		
崛	崛	kh	ut	4	0		
訣	诀	k	uat	4	0		
厥	厥	kh	iat	4	0		
絕	绝	ts	rh	8	0		
絕	绝	ts	uat	8	0		
瑴	瑴	k	ok	4	0		
瑴	瑴	k	uat	4	0		
蕨	蕨	kh	iat	4	0		
嶡	嶡	kh	iat	4	0		
獗	獗	kh	iat	4	0		
橛	橛	kh	iat	4	0		
爵	爵	ts	iak	4	0		
蹶	蹶	kh	iat	4	0		
譎	谲	k	uat	4	0		
矍	矍	kh	iat	4	0		
嚼	嚼	ts	iak	4	0		
覺	觉	k	ak	4	0		
鐝	镢	kh	iat	4	0		
攫	攫	kh	iat	4	0		
钁	镢	kh	iat	4	0		
均	均	k	vn	1	0		
君	君	k	un	1	0		
軍	军	k	un	1	0		
菌	菌	kh	un	2	0		
鈞	钧	k	vn	1	0		
皸	皲	k	un	1	0		
麇	麇	kh	un	2	0		
麇	麇	kh	un	5	0		
麕	麕	kh	un	2	0		
麕	麕	kh	un	5	0		
俊	俊	ts	un	3	0		
郡	郡	k	un	6	0		
捃	捃	k	un	3	0		
峻	峻	ts	un	3	0		
浚	浚	ts	un	3	0		
竣	竣	ts	un	3	0		
餕	馂	ts	un	3	0		
駿	骏	ts	un	3	0		
鵔	𱉿	ts	un	3	0		
鵕	𱉾	ts	un	3	0		
咔	咔	kh	a	2	0		
咖	咖	k	ia	1	0		
喀	喀	kh	eh	4	0		
卡	卡	kh	a	2	0		
卡	卡	ts	ah	8	0		
佧	佧	kh	a	2	0		
揩	揩	kh	ai	1	0		
開	开	kh	ai	1	0		
開	开	kh	ui	1	0		
鐦	锎	kh	ai	1	0		
剴	剀	kh	ai	2	0		
凱	凯	kh	ai	2	0		
慨	慨	kh	ai	3	0		
塏	垲	kh	ai	2	0		
楷	楷	k	ai	1	0		
楷	楷	kh	ai	2	0		
愷	恺	kh	ai	2	0		
闓	闿	kh	ai	2	0		
鎧	铠	kh	ai	2	0		
嘅	嘅	kh	ai	3	0		
愾	忾	kh	i	3	0		
愾	忾	kh	ai	3	0		
刊	刊	kh	an	5	0		
勘	勘	kh	am	3	0		
堪	堪	kh	am	1	0		
戡	戡	kh	am	1	0		
龕	龛	kh	am	1	0		
坎	坎	kh	am	2	0		
侃	侃	kh	an	3	0		
砍	砍	kh	am	2	0		
檻	槛	l	am	2	0		
檻	槛	k	am	3	0		
檻	槛	kh	am	2	0		
看	看	th	oinn	2	0		
磡	磡	kh	am	3	0		
瞰	瞰	kh	am	2	0		
矙	瞰	kh	am	2	0		
粇	粇	kh	ng	1	0		
康	康	kh	ang	1	0		
慷	慷	kh	ang	1	0		
槺	槺	kh	ang	1	0		
糠	糠	kh	ng	1	0		
扛	扛	k	ng	1	0		
亢	亢	kh	ang	3	0		
囥	囥	kh	ng	3	1		
囥	囥	kh	ang	3	2		
匟	匟	kh	ang	3	0		
伉	伉	kh	ang	3	0		
抗	抗	kh	ang	3	0		
炕	炕	kh	ang	3	0		
鈧	钪	kh	ang	3	0		
尻	尻	kh	au	1	0		
考	考	kh	au	2	0		
攷	攷	kh	au	2	0		
拷	拷	kh	au	2	0		
栲	栲	kh	au	2	0		
烤	烤	kh	au	2	0		
犒	犒	k	au	2	0		
銬	铐	kh	au	3	0		
靠	靠	kh	au	3	0		
靠	靠	k	ou	6	0		
苛	苛	kh	o	1	0		
珂	珂	kh	o	1	0		
柯	柯	kh	o	1	0		
柯	柯	k	ua	1	0		
科	科	kh	ue	1	0		
牁	牁	kh	o	1	0		
疴	疴	kh	o	1	0		
棵	棵	kh	o	2	0		
軻	轲	kh	o	1	0		
搕	搕	kh	ap	4	0		
嗑	嗑	kh	ap	4	0		
稞	稞	kh	o	1	0		
稞	稞	kh	ue	1	0		
窠	窠	kh	o	1	0		
榼	榼	kh	ap	4	0		
磕	磕	kh	ap	4	0		
瞌	瞌	kh	ap	4	0		
蝌	蝌	kh	ue	1	0		
頦	颏	h	ai	5	0		
顆	颗	kh	o	2	0		
髁	髁	kh	o	2	0		
揢	揢	kh	eh	4	0		
可	可	kh	o	2	0		
可	可	kh	iok	4	0		
坷	坷	kh	o	2	0		
岢	岢	kh	o	2	0		
渴	渴	k	uah	4	0		
克	克	kh	ak	4	0		
克	克	kh	iok	4	0		
刻	刻	kh	ek	4	0		
剋	克	kh	ak	4	0		
恪	恪	kh	ak	4	0		
客	客	kh	eh	4	0		
客	客	kh	ek	4	0		
氪	氪	kh	iok	4	0		
溘	溘	kh	ap	4	0		
課	课	kh	ue	3	0		
課	课	kh	o	3	0		
緙	缂	k	ek	4	0		
錁	锞	kh	o	3	0		
騍	骒	kh	o	2	0		
肯	肯	kh	eng	2	0		
肯	肯	kh	an	2	0		
啃	啃	kh	eng	2	0		
墾	垦	kh	vn	2	0		
懇	恳	kh	vn	2	0		
掯	掯	kh	eng	2	0		
裉	裉	kh	eng	2	0		
阬	阬	kh	enn	1	0		
阬	阬	kh	eng	1	0		
坑	坑	kh	enn	1	0		
坑	坑	kh	eng	1	0		
吭	吭	kh	ang	3	0		
鏗	铿	k	ian	1	0		
空	空	kh	ong	1	0		
空	空	kh	ong	3	0		
空	空	kh	ang	1	0		
空	空	kh	ang	3	0		
倥	倥	kh	ong	2	0		
崆	崆	kh	ong	1	0		
箜	箜	kh	ong	1	0		
孔	孔	kh	ong	2	0		
恐	恐	kh	iong	2	0		
控	控	kh	ong	3	0		
鞚	鞚	kh	ong	3	0		
摳	抠	kh	u	1	0		
瞘	眍	kh	u	1	0		
口	口	kh	au	2	0		
口	口	kh	ou	2	0		
叩	叩	kh	a	3	0		
叩	叩	kh	au	3	0		
叩	叩	kh	ou	3	0		
扣	扣	kh	a	3	0		
扣	扣	kh	au	3	0		
扣	扣	kh	ou	3	0		
釦	扣	kh	a	3	0		
釦	扣	kh	au	3	0		
釦	扣	kh	ou	3	0		
寇	寇	kh	ou	3	0		
蔻	蔻	kh	ou	3	0		
矻	矻	0	ut	4	0		
矻	矻	kh	ut	4	0		
刳	刳	kh	u	1	0		
枯	枯	k	ou	1	0		
枯	枯	kh	u	1	0		
哭	哭	kh	au	3	3	号	
哭	哭	kh	ok	4	2		
堀	堀	kh	ut	4	0		
窟	窟	kh	uh	4	0		
窟	窟	kh	ut	4	0		
骷	骷	k	u	1	0		
苦	苦	kh	ou	2	0		
苦	苦	kh	u	2	0		
庫	库	kh	ou	3	0		
庫	库	kh	u	3	0		
絝	绔	kh	ou	3	0		
酷	酷	kh	ok	4	0		
褲	裤	kh	ou	3	0		
褲	裤	kh	u	3	0		
嚳	喾	kh	ok	4	0		
誇	夸	kh	ua	1	0		
侉	侉	kh	ua	1	0		
垮	垮	kh	ua	1	0		
咵	咵	kh	ua	1	0		
挎	挎	kh	ua	1	0		
胯	胯	kh	ua	1	0		
跨	跨	kh	ua	1	0		
蒯	蒯	k	uai	3	0		
擓	㧟	k	uai	3	0		
快	快	kh	uai	3	0		
快	快	kh	ue	3	0		
快	快	kh	uann'	3	0		快活
塊	块	k	r	3	0		
塊	块	kh	uai	3	0		
筷	筷	kh	uai	3	0		
儈	侩	k	uai	3	0		
獪	狯	k	uai	3	0		
膾	脍	k	uai	3	0		
寬	宽	kh	uan	1	0		
髖	髋	kh	uan	1	0		
款	款	kh	uan	2	0		
匡	匡	kh	ang	1	0		
劻	劻	kh	ang	1	0		
洭	洭	kh	ang	1	0		
恇	恇	kh	ang	1	0		
筐	筐	kh	eng	1	0		
誆	诓	k	uang	1	0		
狂	狂	kh	uang	5	0		
誑	诳	k	uang	1	0		
夼	夼	kh	ang	1	0		
況	况	kh	uang	3	0		
框	框	kh	uang	1	0		
眶	眶	kh	uang	1	0		
貺	贶	kh	uang	3	0		
鄺	邝	kh	uang	3	0		
壙	圹	kh	uang	3	0		
曠	旷	kh	uang	3	0		
礦	矿	kh	uang	3	0		
鑛	鑛	kh	uang	3	0		
盔	盔	kh	ue	1	0		
窺	窥	k	ui	1	0		
虧	亏	kh	ui	1	0		
奎	奎	k	ui	1	0		
逵	逵	kh	ui	5	0		
馗	馗	kh	ui	5	0		
揆	揆	kh	ui	5	0		
葵	葵	kh	ui	5	0		
暌	暌	kh	ui	5	0		
魁	魁	kh	ue	1	0		
魁	魁	kh	ui	5	0		
戣	戣	kh	ui	5	0		
睽	睽	kh	ui	5	0		
夔	夔	kh	ui	5	0		
傀	傀	k	ui	2	0		
跬	跬	k	ui	1	0		
喟	喟	0	ui	2	0		
愧	愧	kh	ui	6	0		
媿	媿	kh	ui	6	0		
匱	匮	k	uinn'	7	0		
匱	匮	kh	ui	6	0		
蕢	蒉	kh	ui	6	0		
潰	溃	kh	ui	6	0		
憒	愦	kh	ui	6	0		
餽	馈	kh	ui	6	0		
簣	篑	ts	eh	4	0		
簣	篑	kh	ui	6	0		
饋	馈	kh	ui	6	0		
巋	岿	kh	ui	1	0		
坤	坤	kh	un	1	0		
昆	昆	kh	un	1	0		
崐	崐	kh	un	1	0		
崑	崑	kh	un	1	0		
堃	堃	kh	un	1	0		
琨	琨	kh	un	1	0		
焜	焜	kh	un	1	0		
髡	髡	kh	un	1	0		
醌	醌	kh	un	1	0		
捆	捆	kh	un	2	0		
悃	悃	kh	un	2	0		
梱	梱	kh	un	2	0		
壼	壸	kh	un	2	0		
綑	捆	kh	un	2	0		
閫	阃	kh	un	2	0		
困	困	kh	un	3	0		
睏	睏	kh	un	3	0		
括	括	k	uat	4	0		
蛞	蛞	k	uat	4	0		
廓	廓	k	uak	4	0		
擴	扩	kh	uak	4	3		
擴	扩	kh	uang	3	2		
闊	阔	kh	uah	4	0		
彍	𭚦	kh	uak	4	0		
垃	垃	l	a	1	0		
拉	拉	l	a	1	0		
邋	邋	l	ah	4	0		
旯	旯	l	a	1	0		
剌	剌	l	a	1	0		
喇	喇	l	a	1	0		
瘌	瘌	l	ah	4	0		
辣	辣	l	ah	8	0		
辣	辣	l	at	8	0		
辣	辣	l	uah	8	0		
臘	腊	l	ah	8	0		
臘	腊	l	ap	8	0		
蠟	蜡	l	ah	8	0		
蠟	蜡	l	ap	8	0		
鑞	鑞	l	ah	8	0		
鑞	鑞	l	ap	8	0		
啦	啦	l	a	1	0		
鞡	鞡	l	a	1	0		
來	来	l	ai	5	0		
萊	莱	l	ai	5	0		
崍	崃	l	ai	5	0		
徠	来	l	ai	3	0		
淶	涞	l	ai	5	0		
錸	铼	l	ai	5	0		
睞	睐	l	ai	3	0		
賚	赉	l	ai	3	0		
賴	赖	n	ai	6	0		
賴	赖	l	ua	7	0		
賴	赖	l	ai	6	0		
瀨	濑	n	ai	6	0		
癩	癞	n	ai	6	0		
籟	籁	n	ai	6	0		
婪	婪	l	am	5	0		
嵐	岚	l	am	5	0		
藍	蓝	l	am	5	0		
藍	蓝	n	ann	5	0		姓//芥蓝@khah4-nann5
闌	阑	l	an	5	0		
襤	褴	l	am	5	0		
攔	拦	l	an	5	0		
攔	拦	n	uann	7	0		
蘭	兰	l	an	5	0		
籃	篮	n	ann	5	0		
籃	篮	l	am	5	0		
瀾	澜	l	an	5	0		
欄	栏	l	an	5	0		
斕	斓	l	an	5	0		
讕	谰	l	an	5	0		
鑭	镧	l	an	5	0		
罱	罱	l	am	5	0		
懶	懒	l	an	2	0		
覽	览	l	am	2	0		
攬	揽	l	am	2	0		
灠	灠	l	am	6	0		
欖	榄	l	am	2	0		
纜	缆	l	am	2	0		
濫	滥	l	am	6	0		
爛	烂	l	an	5	0		
爛	烂	l	an	6	0		
爛	烂	n	uann	7	0		
啷	啷	l	ang	5	0		
郎	郎	n	ng	5	0		
狼	狼	l	ang	5	0		
琅	琅	l	ang	5	0		
廊	廊	l	ang	5	0		
瑯	琅	l	ang	5	0		
榔	榔	n	o	5	0		
榔	榔	l	ang	5	0		
稂	稂	l	ang	5	0		
螂	螂	l	ang	5	0		
閬	阆	l	ang	5	0		
朗	朗	l	ang	6	0		
莨	莨	n	ng	5	0		
浪	浪	l	ang	5	0		
浪	浪	l	ang	6	0		
蒗	蒗	l	ang	6	0		
撈	捞	l	au	5	0		
撈	捞	l	iau	5	0		
牢	牢	l	o	5	0		
牢	牢	l	au	5	0		
勞	劳	l	au	3	0		
勞	劳	l	au	5	0		
嘮	唠	l	au	5	0		
嶗	崂	l	au	5	0		
朥	𦛨	l	a	5	0		
癆	痨	l	au	5	0		
醪	醪	l	iau	5	0		
老	老	l	au	2	0		
老	老	l	au	6	0		
佬	佬	l	o	2	0		
佬	佬	l	au	2	0		
荖	荖	l	au	2	0		
姥	姥	b	o	2	0		
姥	姥	l	au	2	0		
栳	栳	l	au	2	0		
銠	铑	l	au	2	0		
烙	烙	l	ok	8	0		
酪	酪	l	ok	8	0		
澇	涝	l	au	3	0		
耮	耢	l	au	2	0		
仂	仂	l	ek	8	0		
叻	叻	l	at	8	0		
叻	叻	l	ek	8	0		
叻	叻	l	eh	4	0		
泐	泐	l	ek	8	0		
鰳	鳓	l	ek	8	0		
了	了	l	iau	2	0		
了	了	l	iau	3	0		
餎	饹	l	ok	8	0		
勒	勒	l	ek	8	0		
雷	雷	l	ui	5	0		
嫘	嫘	l	ui	2	0		
擂	擂	l	ui	5	0		
檑	檑	l	ui	5	0		
縲	缧	l	ui	2	0		
羸	羸	l	ui	7	0		
鐳	镭	l	ui	1	0		
鐳	镭	l	ui	5	0		
耒	耒	l	ui	2	0		
誄	诔	l	ui	2	0		
磊	磊	l	ui	2	0		
蕾	蕾	l	ui	2	0		
儡	儡	l	ui	2	0		
壘	垒	l	ui	2	0		
纍	纍	l	ui	2	0		
肋	肋	l	ek	8	0		
泪	泪	l	ui	6	0		
累	累	l	ui	2	0		
累	累	l	ui	6	0		
累	累	l	ui	7	0		
淚	泪	l	ui	6	0		
類	类	l	ui	7	0		
嘞	嘞	l	a	1	0		
塄	塄	l	eng	5	0		
棱	棱	l	eng	5	0		
楞	楞	l	eng	5	0		
薐	薐	l	eng	5	0		
冷	冷	n	enn	2	0		
冷	冷	l	eng	2	0		
愣	愣	l	eng	5	0		
睖	睖	l	eng	5	0		
哩	哩	l	i	2	0		
哩	哩	l	i	7	0		
厘	厘	l	i	5	0		
狸	狸	l	ai	5	0		
狸	狸	l	i	5	0		
梨	梨	l	ai	5	0		
梨	梨	l	i	5	0		
犁	犁	l	i	5	0		
犁	犁	l	oi	5	0		
剺	剺	l	i	5	0		
蜊	蜊	l	i	6	0		
漓	漓	l	i	5	0		
璃	璃	l	i	5	0		
嫠	嫠	l	i	5	0		
犛	牦	l	i	5	0		
犛	牦	m	au	5	0		
黎	黎	l	i	5	0		
罹	罹	l	i	5	0		
醨	醨	l	i	5	0		
藜	藜	l	i	5	0		
離	离	l	i	5	0		
黧	黧	l	i	5	0		
灕	漓	l	i	5	0		
蠡	蠡	l	i	2	0		
劙	劙	l	i	5	0		
籬	篱	l	i	5	0		
籬	篱	l	oi	7	0		
驪	骊	l	i	5	0		
鸝	鹂	l	i	5	0		
鱺	鲡	l	i	6	0		
李	李	l	i	2	0		
里	里	l	i	2	0		
俚	俚	l	i	2	0		
浬	浬	l	i	2	0		
娌	娌	l	i	2	0		
理	理	l	i	2	0		
裏	里	l	i	2	0		
鋰	锂	l	i	2	0		
澧	澧	l	i	2	0		
禮	礼	l	oi	2	0		
禮	礼	l	i	2	0		
鯉	鲤	l	i	2	0		
醴	醴	l	i	2	0		
邐	逦	l	i	2	0		
力	力	l	at	8	0		
力	力	l	ek	8	0		
屴	屴	l	ek	8	0		
立	立	l	ip	8	0		
吏	吏	l	i	7	0		
利	利	l	i	6	0		
利	利	l	ai	7	0		
例	例	l	i	7	0		
戾	戾	l	i	6	0		
荔	荔	l	i	6	0		
荔	荔	n	oi	6	0		荔果
砅	砅	l	i	6	0		
俐	俐	l	i	7	0		
莉	莉	l	i	6	0		
栗	栗	l	iat	8	0		
猁	猁	l	i	6	0		
唳	唳	l	i	6	0		
笠	笠	l	oih	8	0		
笠	笠	l	ip	8	0		
粒	粒	l	iap	8	0		
粒	粒	l	ip	8	0		
詈	詈	l	i	6	0		
傈	傈	l	iat	8	0		
凓	凓	l	iat	8	0		
痢	痢	l	i	6	0		
蒞	莅	l	i	6	0		
溧	溧	l	iat	8	0		
慄	栗	l	iat	8	0		
厲	厉	l	i	6	0		
勵	励	l	i	6	0		
歷	历	l	eh	8	0		
歷	历	l	ek	8	0		
曆	历	l	eh	8	0		
曆	历	l	ek	8	0		
篥	篥	l	iat	8	0		
隸	隶	t	i	6	0		
癘	疠	l	i	6	0		
藶	苈	l	eh	8	0		
櫟	栎	l	eh	8	0		
麗	丽	l	i	6	0		
礪	砺	l	i	6	0		
嚦	呖	l	eh	8	0		
嚦	呖	l	ek	8	0		
瀝	沥	l	eh	8	0		
瀝	沥	l	ek	8	0		
櫪	枥	l	eh	8	0		
櫪	枥	l	ek	8	0		
礫	砾	l	eh	8	0		
礫	砾	l	ek	8	0		
蠣	蛎	l	i	6	0		
皪	𰤕	l	eh	8	0		
皪	𰤕	l	ek	8	0		
糲	粝	l	i	6	0		
盭	盭	l	i	6	0		
酈	郦	l	i	5	0		
