char	char_sim	initial	final	tone	cat	char_ref	details
梧	梧	ng	o	5	0		
梧	梧	0	u	5	0		
無	无	b	o	5	1		
無	无	b	u	5	2		
蜈	蜈	g	e	5	1		
蜈	蜈	g	ou	5	1		
蜈	蜈	0	u	5	2		
蕪	芜	b	u	5	0		
鼯	鼯	0	u	5	0		
五	五	ng	ou	6	1		数字
五	五	ng	ou	2	1		五香@ngou2-hiang1;;五花肉@ngou2-hue1-nek8
五	五	0	u	2	2		二一添做五@ji7-it4 thiam1-tso3-u2;;九五之尊@kiu2-u2 tsv1-tsun1
午	午	ng	ou	2	1		
午	午	0	u	2	2		
伍	伍	ng	ou	2	1		
伍	伍	ng	ou	6	1		
伍	伍	0	u	2	2		
仵	仵	ng	ou	6	0		
迕	迕	ng	ou	2	1		
迕	迕	0	u	2	2		
忤	忤	ng	ou	2	1		
忤	忤	0	u	2	2		
武	武	b	u	2	0		
侮	侮	b	u	2	0		
捂	捂	0	u	1	0		
牾	牾	0	u	5	0		
碔	碔	b	u	2	0		
舞	舞	b	u	2	0		
廡	庑	b	u	5	0		
憮	怃	b	u	2	0		
嫵	妩	b	u	2	0		
鵡	鹉	b	u	2	0		
兀	兀	0	ut	4	0		
勿	勿	m	ai	3	0		
勿	勿	b	ut	8	0		
戊	戊	b	ou	7	0		
阢	阢	0	ut	4	0		
杌	杌	0	ut	4	0		
物	物	m	ueh	8	0		
物	物	b	ut	8	0		
悟	悟	ng	o	6	0		
悟	悟	0	u	6	0		
務	务	b	u	6	0		
晤	晤	ng	o	6	0		
焐	焐	0	u	3	0		
靰	靰	0	ut	4	0		
痦	痦	0	u	5	0		
婺	婺	b	u	6	0		
塢	坞	0	u	3	0		
誤	误	g	ou	7	1		
誤	误	0	u	6	2		
寤	寤	ng	o	6	0		
鋈	鋈	0	ok	4	0		
霧	雾	b	u	7	0		
騖	骛	b	u	6	0		
鶩	鹜	b	u	6	0		
夕	夕	s	ek	4	0		
兮	兮	h	i	1	0		
西	西	s	ai	1	0		
西	西	s	i	1	0		西瓜@si1-kue1
吸	吸	kh	ip	4	0		
汐	汐	s	ek	4	0		
希	希	h	i	1	0		
昔	昔	ts	a	2	0		
析	析	s	ek	4	0		
矽	硅	s	ek	4	0		
穸	穸	s	ek	4	0		
郗	郗	h	i	1	0		
唏	唏	h	i	1	0		
息	息	s	ek	4	0		
奚	奚	h	i	5	0		
浠	浠	h	i	1	0		
硒	硒	s	i	1	0		
晞	晞	h	i	1	0		
欷	欷	h	i	1	0		
悉	悉	s	ek	4	0		
烯	烯	h	i	1	0		
淅	淅	s	ek	4	0		
惜	惜	s	ioh	4	0		
晳	晳	s	ek	4	0		
晰	晰	s	ek	4	0		
稀	稀	h	i	1	0		
翕	翕	h	ip	4	0		
犀	犀	s	ai	1	0		
皙	皙	s	ek	4	0		
溪	溪	kh	oi	1	1		
溪	溪	kh	i	1	2		
熙	熙	h	i	1	0		
蜥	蜥	s	ek	4	0		
僖	僖	h	i	1	0		
餏	饻	0	i	1	0		
誒	诶	0	e	7	0		
熄	熄	s	ek	4	0		
嘻	嘻	h	i	1	0		
嶲	嶲	s	ui	2	0		
膝	膝	tsh	ek	4	0		
嬉	嬉	h	i	1	0		
熹	熹	h	i	1	0		
樨	樨	s	i	1	0		
樨	樨	s	ai	1	0		
螅	螅	s	ek	4	0		
錫	锡	s	iah	4	0		
錫	锡	s	ek	4	0		
羲	羲	h	i	1	0		
窸	窸	s	ek	4	0		
蟋	蟋	s	ek	4	0		
豀	溪	kh	i	1	0		
谿	溪	kh	i	1	0		
醯	酰	h	i	1	0		
曦	曦	h	i	1	0		
巇	巇	h	i	1	0		
犧	牺	h	i	1	0		
鼷	鼷	h	i	5	0		
蠵	蠵	h	i	5	0		
鸂	㶉	kh	oi	1	0		
鸂	㶉	kh	i	1	0		
席	席	s	iah	8	0		
席	席	s	ek	8	0		
席	席	tsh	ioh	8	0		
習	习	s	ip	8	0		
蓆	蓆	tsh	ioh	8	0		
媳	媳	s	ek	4	0		
覡	觋	h	ek	4	0		
嶍	嶍	s	ip	8	0		
隰	隰	s	ip	4	0		
檄	檄	k	ek	4	0		
鰼	鳛	s	ip	8	0		
襲	袭	s	ip	8	0		
洗	洗	s	oi	2	0		
洗	洗	s	i	2	0		
洗	洗	s	ian	2	0		
枲	枲	s	i	2	0		
徙	徙	s	ua	2	0		
喜	喜	h	i	2	0		
葸	葸	s	i	2	0		
蓰	蓰	s	i	2	0		
銑	铣	s	ian	2	0		
銑	铣	s	uan	7	0		
屣	屣	s	i	2	0		
禧	禧	h	i	1	0		
蟢	蟢	h	i	2	0		
璽	玺	j	v	2	0		
系	系	h	i	6	0		
係	系	h	i	6	0		
郤	郄	s	i	2	0		
細	细	s	oi	3	0		
隙	隙	kh	iah	4	0		
隙	隙	kh	ek	4	0		
赩	赩	h	ek	4	0		
禊	禊	h	i	6	0		
戲	戏	h	i	3	0		
鬩	阋	h	ek	4	0		
鬩	阋	ng	i	3	0		
瞎	瞎	h	at	4	0		
蝦	虾	h	e	5	0		
蝦	虾	h	ia	5	0		
匣	匣	0	ap	8	0		
狎	狎	0	ap	4	0		
俠	侠	h	iap	8	0		
陜	陕	h	iap	8	0		
峽	峡	h	ap	8	0		
峽	峡	k	iap	4	0		
狹	狭	h	iap	8	0		
狹	狭	k	oih	8	0		
狹	狭	0	oih	8	0		
硤	硖	h	iap	8	0		
遐	遐	h	ia	5	0		
瑕	瑕	h	ia	5	0		
暇	暇	h	ia	3	0		
轄	辖	h	at	4	0		
霞	霞	h	ia	5	0		
黠	黠	kh	iat	4	0		
下	下	0	e	6	0		
下	下	h	ia	6	0		
下	下	k	e	6	0		
吓	吓	0	e	6	0		
吓	吓	h	eh	4	0		
夏	夏	h	e	7	0		
夏	夏	h	ia	6	0		
嚇	吓	h	eh	4	0		
嚇	吓	h	ek	4	0		
罅	罅	h	u	1	0		
罅	罅	h	ia	3	0		
仙	仙	s	ian	1	0		
先	先	s	oinn	1	0		
先	先	s	in	1	0		先生@sin1-senn1
先	先	s	ian	1	0		
氙	氙	s	ian	1	0		
秈	籼	s	ian	1	0		
祆	祆	s	ian	1	0		
籼	籼	s	ian	1	0		
掀	掀	h	ian	1	0		
掀	掀	h	vn	1	0		
掀	掀	h	iaunn'	1	0		
暹	暹	s	iam	5	0		
鍁	锨	h	vn	1	0		
鮮	鲜	s	ian	2	0		
鮮	鲜	tsh	inn	1	0		
孅	孅	s	iam	5	0		
躚	跹	tsh	ian	1	0		
纖	纤	tsh	iam	5	0		
纖	纤	s	iam	1	0		
弦	弦	h	inn	5	0		
咸	咸	h	am	5	0		
涎	涎	0	ian	5	0		
涎	涎	n	uann	6	0		
蚿	蚿	h	ian	5	0		
舷	舷	h	ian	5	0		
絃	弦	h	inn	5	0		
閑	闲	0	oinn	5	0		
閒	闲	0	oinn	5	0		
啣	啣	h	am	5	0		
嗛	嗛	kh	iam	2	0		
嫌	嫌	h	iam	5	0		
銜	衔	h	am	5	0		
撏	挦	tsh	im	5	0		
賢	贤	h	ian	5	0		
嫻	娴	h	ian	5	0		
嫺	娴	h	ian	5	0		
瞷	𬑗	k	an	3	0		
癇	痫	h	ian	5	0		
冼	冼	s	ian	2	0		
筅	筅	tsh	oinn	2	0		
尠	尠	s	ian	2	0		
尟	尟	s	ian	2	0		
跣	跣	s	ian	2	0		
蜆	蚬	h	oinn	2	0		
箲	箲	tsh	oinn	2	0		
險	险	h	iam	2	0		
燹	燹	s	ian	2	0		
蘚	藓	s	ian	2	0		
玁	𤞤	ng	iam	2	0		
顯	显	h	ian	2	0		
限	限	h	an	6	0		
俔	伣	h	ian	3	0		
莧	苋	h	oinn	7	0		
峴	岘	h	ian	3	0		
陷	陷	h	am	7	0		
現	现	h	in	7	0		
現	现	h	ian	7	0		
睍	𪾢	h	ian	3	0		
腺	腺	s	uann	5	0		
羨	羡	0	ian	6	0		
綫	线	s	uann	3	0		
綫	线	s	ian	3	0		
線	线	s	uann	3	0		
線	线	s	ian	3	0		
縣	县	k	uoinn	7	0		
縣	县	h	ian	6	0		
餡	馅	0	ann	7	0		
餡	馅	h	ian	6	0		
憲	宪	h	ian	3	0		
霰	霰	s	an	3	0		
獻	献	h	ian	3	0		
相	相	s	iang	1	0		
相	相	s	iang	3	0		
相	相	s	ionn	1	0		
相	相	s	ionn	3	0		
香	香	h	iang	1	0		
香	香	h	ionn	1	0		
香	香	ph	ang	1	0	芳	
鄉	乡	h	ionn	1	0		
鄉	乡	h	iang	1	0		
廂	厢	s	ionn	1	0		
廂	厢	s	iang	1	0		
湘	湘	s	iang	1	0		
箱	箱	s	ionn	1	0		
箱	箱	s	iang	1	0		
襄	襄	s	iang	1	0		
勷	勷	s	iang	1	0		
鑲	镶	s	ionn	1	0		
鑲	镶	s	iang	1	0		
驤	骧	s	iang	1	0		
庠	庠	s	iang	5	0		
祥	祥	s	iang	5	0		
翔	翔	s	iang	5	0		
詳	详	s	iang	5	0		
享	享	h	iang	2	0		
想	想	s	iang	2	0		
想	想	s	ionn	6	0		
餉	饷	h	iang	3	0		
鮝	鮝	s	ian	2	0		
鯗	鲞	s	ian	2	0		
饗	飨	h	iang	2	0		
響	响	h	iang	2	0		
向	向	h	iang	3	0		
巷	巷	h	ang	7	0		
象	象	s	iang	6	0		
象	象	tsh	ionn	6	0		
項	项	h	ang	6	0		
像	像	tsh	ionn	6	0		
像	像	s	iang	6	0		
像	像	s	ionn	3	0		
像	像	s	iang	3	0		
橡	橡	tsh	ionn	6	0		
嚮	向	h	iang	2	0		
嚮	向	h	iang	3	0		
枵	枵	h	au	1	0		
枵	枵	0	iau	1	0		
逍	逍	s	iau	1	0		
消	消	s	iau	1	0		
宵	宵	s	iau	1	0		
梟	枭	h	iau	1	0		
猇	猇	h	au	1	0		
硝	硝	s	iau	1	0		
翛	翛	s	iau	1	0		
綃	绡	s	iau	1	0		
霄	霄	s	iau	1	0		
嘵	哓	ng	iau	5	0		
嘵	哓	h	iau	1	0		
銷	销	s	iau	1	0		
蕭	萧	s	iau	1	0		
鴞	鸮	h	au	1	0		
鴞	鸮	h	iau	1	0		
簫	箫	s	iau	1	0		
瀟	潇	s	iau	1	0		
囂	嚣	ng	au	1	0		
驍	骁	h	iau	1	0		
蠨	蟏	s	iau	1	0		
洨	洨	ng	au	5	0		
崤	崤	ng	au	5	0		
淆	淆	ng	au	5	0		
小	小	s	iau	2	0		
小	小	s	io	2	0		
筱	筱	s	iau	2	0		
筱	筱	s	iau	3	0		
曉	晓	h	iau	2	0		
篠	篠	s	iau	2	0		
篠	篠	s	iau	3	0		
孝	孝	h	a	3	0		
孝	孝	h	au	3	0		
肖	肖	s	iau	6	0		
𤞚	𤞚	s	iau	2	0		
痟	痟	s	iau	2	0		
効	效	h	au	7	0		
校	校	k	a	3	0		
校	校	h	au	6	0		
哮	哮	h	au	1	0		
笑	笑	tsh	io	3	0		
笑	笑	s	iau	3	0		见笑@kian3-siau3
效	效	h	au	7	0		
嘯	啸	s	au	3	0		
些	些	s	e	1	0		
揳	揳	kh	iat	4	0		
楔	楔	s	iat	4	0		
歇	歇	h	iah	4	0		
歇	歇	h	iat	4	0		
蠍	蝎	h	iat	4	0		
邪	邪	s	ia	5	0		
邪	邪	s	e	5	0		
協	协	h	iap	8	0		
挾	挟	h	iap	8	0		
脅	胁	h	iap	8	0		
偕	偕	k	ai	1	0		
斜	斜	s	ia	5	0		
斜	斜	s	e	5	0		
頡	颉	kh	iat	4	0		
鞋	鞋	0	oi	5	0		
鞋	鞋	h	ai	5	0		
諧	谐	h	ai	5	0		
擷	撷	kh	iat	4	0		
攜	携	h	i	6	0		
纈	缬	kh	iat	4	0		
寫	写	s	ia	2	0		
寫	写	s	e	2	0		
泄	泄	s	iap	8	0		
卸	卸	s	ia	3	0		
炧	炧	th	o	2	0		
洩	泄	s	iap	8	0		
屑	屑	s	iak	4	0		
屓	屃	h	i	3	0		
械	械	h	ai	6	0		
紲	绁	s	iap	8	0		
渫	渫	s	iap	8	0		
榭	榭	s	ia	7	0		
薤	薤	h	ai	6	0		
邂	邂	h	ai	6	0		
廨	廨	k	ai	3	0		
廨	廨	h	ai	6	0		
懈	懈	h	ai	6	0		
謝	谢	ts	ia	7	0		
謝	谢	s	ia	3	0		
謝	谢	s	ia	7	0		
謝	谢	s	e	6	0		
燮	燮	s	iap	8	0		
褻	亵	s	iat	4	0		
瀉	泻	s	ia	3	0		
瀉	泻	s	e	3	0		
蟹	蟹	h	oi	6	0		
蟹	蟹	h	ai	6	0		
瀣	瀣	h	ai	6	0		
躞	躞	s	iap	8	0		
屭	屃	h	i	3	0		
心	心	s	im	1	0		
芯	芯	s	in	3	0		
芯	芯	s	im	1	0		
辛	辛	s	in	1	0		
昕	昕	h	vn	1	0		
欣	欣	h	vn	1	0		
新	新	s	in	1	0		
歆	歆	h	im	1	0		
鋅	锌	s	in	1	0		
薪	薪	ts	in	1	0		
薪	薪	s	in	1	0		
馨	馨	h	eng	1	0		
鑫	鑫	h	im	1	0		
伈	伈	s	im	5	0		
囟	囟	s	in	3	0		
信	信	s	in	3	0		
釁	衅	h	ian	3	0		
星	星	tsh	enn	1	0		
星	星	s	eng	1	0		
猩	猩	s	eng	1	0		
惺	惺	s	eng	1	0		
腥	腥	s	eng	1	0		
腥	腥	tsh	enn	1	0		
腥	腥	s	enn	1	0		
腥	腥	s	eng	1	0		
騂	骍	s	in	1	0		
刑	刑	h	eng	5	0		
邢	邢	h	iann	5	0		
行	行	h	ang	5	0		
行	行	h	eng	5	0		
行	行	h	eng	6	0		
行	行	k	iann	5	0		
形	形	h	eng	5	0		
型	型	h	eng	5	0		
硎	硎	h	eng	5	0		
醒	醒	tsh	enn	2	0		
醒	醒	s	eng	2	0		
擤	擤	h	eng	2	0		
擤	擤	h	ngh	4	0		
杏	杏	h	eng	6	0		
幸	幸	h	eng	6	0		
性	性	s	enn	3	0		
性	性	s	eng	3	0		
姓	姓	s	enn	3	0		
姓	姓	s	eng	3	0		
莕	莕	h	eng	6	0		
倖	幸	h	eng	6	0		
悻	悻	h	eng	6	0		
興	兴	h	eng	1	0		
興	兴	h	eng	3	0		
凶	凶	h	iong	1	0		
兄	兄	h	iann	1	1		
兄	兄	h	ueng	1	2		
兄	兄	h	iong	1	2		
芎	芎	k	iong	1	0		
兇	凶	h	iong	1	0		
匈	匈	h	iong	1	0		
汹	汹	h	iong	1	0		
洶	汹	h	iong	1	0		
胸	胸	h	eng	1	0		
雄	雄	h	iong	5	0		
熊	熊	h	im	5	0		
詗	诇	k	ueng	2	0		
詗	诇	k	iong	2	0		
休	休	h	iu	1	0		
咻	咻	h	iu	1	0		
修	修	s	iu	1	0		
庥	庥	h	iu	1	0		
脩	脩	s	iu	1	0		
羞	羞	s	iu	1	0		
貅	貅	h	iu	1	0		
髹	髹	h	iu	1	0		
鵂	鸺	h	iu	1	0		
饈	馐	s	iu	1	0		
朽	朽	h	iu	2	0		
秀	秀	s	iu	3	0		
岫	岫	s	iu	3	0		
袖	袖	s	iu	3	0		
琇	琇	s	iu	3	0		
嗅	嗅	h	iu	3	0		
溴	溴	h	iu	3	0		
綉	绣	s	iu	3	0		
銹	锈	s	iu	3	0		
繡	绣	s	iu	3	0		
鏽	锈	s	iu	3	0		
戌	戌	s	ut	4	0		
吁	吁	0	u	1	0		
盱	盱	0	u	1	0		
胥	胥	s	u	1	0		
訏	𬣙	0	u	1	0		
虛	虚	h	v	1	0		
須	须	s	u	1	0		
頊	顼	h	iok	4	0		
墟	墟	h	v	1	0		
需	需	s	u	1	0		
歔	歔	h	v	1	0		
噓	嘘	h	v	1	0		
嬃	媭	s	u	1	0		
鬚	须	s	u	1	0		
鬚	须	tsh	eu	1	0		
徐	徐	tsh	v	5	0		
徐	徐	s	u	5	0		
栩	栩	h	u	2	0		
詡	诩	0	u	2	0		
糈	糈	s	u	1	0		
旭	旭	h	iok	4	0		
序	序	s	u	6	0		
卹	卹	s	ut	4	0		
洫	洫	h	ak	4	0		
恤	恤	s	ut	4	0		
酗	酗	h	u	6	0		
勖	勖	h	iok	4	0		
勗	勗	h	iok	4	0		
敘	叙	s	u	6	0		
湑	湑	s	u	1	0		
絮	絮	s	u	3	0		
婿	婿	s	ai	3	0		
婿	婿	s	u	3	0		
蓄	蓄	th	iok	4	0		
煦	煦	h	u	6	0		
漵	溆	s	u	6	0		
緒	绪	s	u	2	0		
續	续	s	iok	8	0		
蓿	蓿	s	iok	4	0		
宣	宣	s	uan	1	0		
宣	宣	s	uan	1	0		
軒	轩	h	vn	1	0		
揎	揎	s	uan	1	0		
萱	萱	s	uan	1	0		
喧	喧	s	uan	1	0		
瑄	瑄	s	uan	1	0		
暄	暄	s	uan	1	0		
煖	煖	l	uan	2	0		
煊	煊	s	uan	1	0		
諼	谖	s	uan	1	0		
玄	玄	h	ian	5	0		
痃	痃	h	ian	5	0		
旋	旋	s	uan	5	0		
漩	漩	s	uan	5	0		
璇	璇	s	uan	7	0		
璿	璇	s	uan	5	0		
璿	璇	s	uan	7	0		
懸	悬	k	uoinn	5	0		
懸	悬	h	uoinn	5	0		
懸	悬	h	ian	5	0		
選	选	s	uan	2	0		
癬	癣	s	ian	2	0		
泫	泫	h	ian	5	0		
炫	炫	h	ian	5	0		
眩	眩	h	in	5	0		
眩	眩	h	ian	5	0		
衒	衒	h	ian	5	0		
渲	渲	s	uan	1	0		
絢	绚	h	ian	3	0		
絢	绚	s	un	5	0		
楦	楦	s	uan	1	0		
鏇	镟	s	uan	7	0		
鐶	镮	h	uan	5	0		
削	削	s	iah	4	0		
削	削	s	iak	4	0		
靴	靴	h	ia	1	0		
薛	薛	s	ih	4	0		
薛	薛	s	iat	4	0		
穴	穴	h	uat	8	0		
茓	茓	h	uat	8	0		
噱	噱	k	v	6	0		
嶨	峃	h	ak	8	0		
學	学	h	ak	8	2		
學	学	h	iok	8	2		
學	学	0	oh	8	1		
雪	雪	s	rh	4	0		
雪	雪	s	uat	4	0		
鱈	鳕	s	rh	4	0		
鱈	鳕	s	uat	4	0		
血	血	h	ueh	4	0		
血	血	h	uat	4	0		
血	血	h	iat	4	0		
謔	谑	ng	iak	8	0		
勛	勋	h	vn	1	0		
窨	窨	0	im	3	0		
勳	勋	h	vn	1	0		
薰	薰	h	vn	1	1		
薰	薰	h	un	1	2		
曛	曛	h	vn	1	1		
曛	曛	h	un	1	2		
燻	燻	h	vn	1	1		
燻	燻	h	un	1	2		
醺	醺	h	vn	1	1		
醺	醺	h	un	1	2		
醺	醺	h	un	1	0		
旬	旬	s	un	5	0		
巡	巡	s	un	5	0		
荀	荀	s	un	5	0		
峋	峋	s	un	5	0		
洵	洵	s	un	5	0		
恂	恂	s	un	5	0		
珣	珣	s	un	5	0		
栒	栒	s	un	5	0		
循	循	s	un	5	0		
尋	寻	tsh	im	5	0		
詢	询	s	un	5	0		
潯	浔	tsh	im	5	0		
燂	燂	t	im	1	0		
燖	𬊈	t	im	1	0		
鱘	鲟	tsh	im	5	0		
汛	汛	s	in	3	0		
迅	迅	s	in	3	0		
侚	侚	s	un	5	0		
徇	徇	s	un	5	0		
殉	殉	s	un	5	0		
訓	训	h	un	3	0		
訊	讯	s	in	3	0		
巽	巽	s	un	3	0		
馴	驯	s	un	5	0		
遜	逊	s	un	3	0		
蕈	蕈	kh	un	2	0		
噀	噀	s	un	3	0		
濬	濬	ts	un	3	0		
丫	丫	0	a	1	0		
押	押	0	ah	4	0		
押	押	0	ap	4	0		
椏	桠	0	a	1	0		
鴉	鸦	0	a	1	0		
鴨	鸭	0	ah	4	0		
鴨	鸭	0	ap	4	0		
壓	压	0	iap	4	0		
牙	牙	g	e	5	1		
牙	牙	g	ia	5	2		
芽	芽	g	e	5	1		
芽	芽	g	ia	5	2		
枒	枒	g	e	2	0		
厓	厓	ng	ai	5	0		
琊	琊	g	ia	5	0		
蚜	蚜	g	e	5	0		
崖	崖	ng	ai	5	0		
涯	涯	ng	ai	5	0		
睚	睚	ng	ai	5	0		
衙	衙	g	e	5	1		
衙	衙	g	ia	5	2		
啞	哑	0	e	2	0		
雅	雅	ng	ia	2	2		
雅	雅	ng	e	2	2		
迓	迓	g	ia	3	0		
亞	亚	0	a	1	0		
亞	亚	0	a	3	0		
䛩	𲂉	0	a	3	0		
軋	轧	ts	ap	4	0		
砑	砑	g	e	7	0		
埡	垭	0	a	3	0		
掗	挜	0	a	2	0	拗	
訝	讶	g	ia	3	0		
婭	娅	0	a	3	0		
揠	揠	0	at	4	0		
氬	氩	0	a	1	0		
呀	呀	0	ia	1	0		
胭	胭	0	in	1	0		
烟	烟	h	un	1	0		
焉	焉	0	ian	1	0		
焉	焉	0	ian	7	0		
菸	菸	h	un	1	0		
崦	崦	0	iam	1	0		
淹	淹	0	iam	1	0		
腌	腌	0	iam	1	0		
湮	湮	0	in	1	0		
湮	湮	0	ian	1	0		
鄢	鄢	0	ian	1	0		
煙	烟	0	in	1	0		
煙	烟	0	ian	1	0		
煙	烟	h	un	1	0		
嫣	嫣	0	ian	1	0		
醃	腌	0	iam	1	0		
閹	阉	0	iam	1	0		
懨	恹	0	iam	1	0		
延	延	0	ian	6	0		
芫	芫	0	uan	5	0		芫荽@uan5-sui1@香菜
芫	芫	0	ian	5	0		
言	言	ng	an	5	0		
言	言	0	ian	5	0		
妍	妍	ng	ian	5	0		
岩	岩	ng	am	5	0		
炎	炎	0	iam	7	0		
沿	沿	0	in	5	0		
沿	沿	0	ian	5	0		
研	研	ng	ian	2	2		
研	研	ng	oinn	2	1		
蜒	蜒	0	ian	5	0		
筵	筵	0	ian	5	0		
閻	阎	ng	iam	5	0		
檐	檐	s	iam	5	0		
顏	颜	ng	an	5	0		
顏	颜	ng	uan	5	0		
顏	颜	0	ian	5	0		
顏	颜	h	iann	5	0		
嚴	严	ng	iam	5	0		
巖	岩	ng	am	5	0		
巗	岩	ng	am	5	0		
巘	𪩘	ng	ian	2	0		
鹽	盐	0	iam	5	0		
夵	夵	l	u	1	0		
奄	奄	0	iam	1	0		
兖	兖	0	ian	2	0		
兖	兖	0	ian	6	0		
衍	衍	0	ian	6	0		
掩	掩	0	iam	2	0		
郾	郾	0	iam	2	0		
眼	眼	0	oinn	2	0		龙眼@nek8-oinn2
眼	眼	ng	an	2	0		
偃	偃	0	iam	2	0		
琰	琰	0	iam	7	0		
渰	渰	0	iam	2	0		
扊	扊	0	iam	7	0		
罨	罨	0	iam	2	0		
演	演	0	in	5	0		
演	演	0	ian	5	0		
蝘	蝘	0	iam	2	0		
厴	厣	0	iam	2	0		
龑	龑	ng	iam	2	0		
儼	俨	ng	iam	2	0		
鼴	鼹	0	iam	2	0		
魘	魇	0	iam	3	0		
鼹	鼹	0	iam	2	0		
黶	黡	0	iam	3	0		
咽	咽	0	in	1	0		
咽	咽	0	it	4	0		
彥	彦	ng	an	6	0		
晏	晏	0	an	3	0		
唁	唁	ng	an	6	0		
宴	宴	0	an	3	0		
堰	堰	0	ian	2	0		
硯	砚	0	inn	7	0		
雁	雁	ng	an	6	0		
焰	焰	0	iam	7	0		
厭	厌	0	iam	1	0		
厭	厌	0	iam	3	0		
燕	燕	0	ian	1	0		
燕	燕	0	inn	3	0		
諺	谚	ng	an	6	1		
諺	谚	0	ian	6	2		
騐	验	ng	iam	7	0		
贋	赝	ng	an	6	0		
嚥	咽	0	ian	3	0		
嬿	嬿	0	ian	1	0		
贗	赝	ng	an	6	0		
驗	验	ng	iam	7	0		
饜	餍	0	iam	1	0		
艷	艳	0	iam	7	0		
釅	酽	ng	iam	5	0		
讞	谳	h	ian	3	0		
灧	滟	0	iam	7	0		
豔	艳	0	iam	7	0		
灩	滟	0	iam	7	0		
央	央	0	iang	1	0		
泱	泱	0	iang	1	0		
殃	殃	0	iang	1	0		
秧	秧	0	iang	1	0		
秧	秧	0	ng	1	0		
鞅	鞅	0	iang	1	0		
鴦	鸯	0	ionn	1	0		
鴦	鸯	0	iang	1	0		
羊	羊	0	iang	5	2		
羊	羊	0	ionn	5	1		
佯	佯	0	iang	5	0		
徉	徉	0	iang	5	0		
洋	洋	0	iang	5	2		
洋	洋	0	ionn	5	1		
烊	烊	0	ionn	5	0		
烊	烊	0	iang	5	0		
陽	阳	0	iang	5	2		
陽	阳	0	ionn	5	1		
揚	扬	0	iang	5	0		
蛘	蛘	0	iang	2	2		
蛘	蛘	0	ionn	5	1		
楊	杨	0	iang	5	2		
楊	杨	0	ionn	5	1		
暘	旸	0	iang	5	0		
煬	炀	0	iang	5	2		
煬	炀	0	ionn	5	1		
瘍	疡	0	iang	5	0		
颺	飏	0	iang	5	0		
仰	仰	ng	iang	2	0		
氧	氧	0	iang	2	0		
養	养	0	iang	2	2		
養	养	0	ionn	2	1		
癢	痒	0	iang	6	0		
癢	痒	ts	ionn	6	0		
怏	怏	0	iang	1	0		
恙	恙	0	iang	6	0		
漾	漾	0	iang	6	0		
樣	样	0	ionn	7	0		
樣	样	0	iang	6	0		
幺	幺	0	iau	1	0		
夭	夭	0	iau	1	0		
吆	吆	0	iau	1	0		
妖	妖	0	iau	1	0		
𡚸	𡚸	b	ou	2	0		
殀	殀	0	iau	1	0		
祅	祅	0	iau	1	0		
腰	腰	0	io	1	1		
腰	腰	0	iau	1	2		
邀	邀	0	iau	1	0		
邀	邀	h	iau	1	0		
爻	爻	ng	au	5	0		
姚	姚	0	io	5	0		
姚	姚	0	iau	5	0		
珧	珧	0	iau	5	0		
窑	窑	0	io	5	0		
堯	尧	ng	iau	5	0		
殽	殽	ng	au	5	0		
搖	摇	0	iau	5	0		
徭	徭	0	iau	5	0		
遙	遥	0	iau	5	0		
媱	媱	0	iau	5	0		
瑤	瑶	0	iau	5	0		
銚	铫	th	iau	3	0		
蕘	荛	ng	iau	5	0		
嶢	峣	ng	iau	5	0		
窯	窑	0	io	5	1		
窯	窑	0	iau	5	2		
餚	肴	ng	au	5	0		
繇	繇	0	iu	5	0		
繇	繇	0	iau	5	0		
謠	谣	0	iau	5	0		
颻	飖	0	iau	5	0		
鰩	鳐	0	iau	5	0		
杳	杳	m	iau	2	0		
咬	咬	k	a	6	0		
咬	咬	k	a	7	0		
舀	舀	0	io	2	1		
舀	舀	0	iau	2	2		
窅	窅	m	iau	2	0		
窈	窈	0	iau	2	0		
要	要	0	iau	1	0		
要	要	0	iau	3	0		
靿	靿	0	au	1	0		
藥	药	0	ioh	8	0		
藥	药	0	iak	8	0		
曜	曜	0	iau	6	0		
艞	艞	th	iau	3	0		
燿	燿	0	iau	6	0		
耀	耀	0	iau	6	0		
鷂	鹞	0	iau	5	0		
鑰	钥	0	iak	4	0		
掖	掖	0	ek	8	0		
椰	椰	0	ia	5	0		
噎	噎	0	v	3	0		
噎	噎	0	i	3	0		
耶	耶	0	e	1	0		
耶	耶	0	e	5	0		
耶	耶	0	ia	5	0		
揶	揶	0	e	1	0		
釾	䥺	g	e	5	0		
爺	爷	0	ia	5	0		
爺	爷	0	e	5	0		
也	也	0	ia	7	0		
也	也	0	e	6	0		
冶	冶	0	ia	2	0		
冶	冶	0	e	2	0		
野	野	0	ia	2	0		
野	野	0	e	2	0		
叶	叶	h	iap	8	0		
曳	曳	h	i	6	0		
夜	夜	m	enn	3	0		
夜	夜	m	enn	5	0		
夜	夜	0	ia	7	0		
夜	夜	0	e	6	0		
頁	页	h	ioh	8	0		
頁	页	h	iap	8	0		
液	液	0	ek	8	0		
葉	叶	h	ioh	8	0		
葉	叶	0	iap	8	0		
葉	叶	h	iap	8	0		
腋	腋	0	ek	8	0		
業	业	ng	iap	8	0		
燁	烨	0	iap	8	0		
鄴	邺	ng	iap	8	0		
謁	谒	h	at	4	0		
擫	𢬍	0	iap	4	0		
鍱	𰾕	t	iap	8	0		
擪	𰓙	0	iap	4	0		
